word2,he,she,total,logratio,freq
pushes,0.003906620341194907,0.00397050777688039,2161,0.023402465041871115,1.0163536330909344
directs,1.2826876209490773e-4,1.302660031784905e-4,69,0.022290751697079288,1.0155707519973178
inches,9.759579724612544e-5,9.900216241565276e-5,52,0.020641014477986098,1.0144100997093206
hands,0.005749786683471734,0.005830706302269234,3179,0.02016222158765258,1.0140734992882623
reads,0.001502975277590332,0.0015215069171247689,829,0.017679614106878905,1.0123299696347288
comes,0.004879789862306272,0.004934476200401219,2695,0.016077926728061215,1.0112066993944493
unfolds,2.063453998918081e-4,2.0842560508558476e-4,112,0.014471247237779731,1.0100811803648997
winds,1.3942256749446493e-4,1.406872834327697e-4,75,0.013027830368110796,1.0090710991845346
attempts,3.513448700860516e-4,3.543235286454941e-4,192,0.01217943572979012,1.008477876904003
rubs,8.699968211654611e-4,8.75387541359456e-4,478,0.008911721895879153,1.0061962527481116
snorts,1.0874960264568264e-4,1.09423442669932e-4,58,0.008911721895879153,1.0061962527481116
walks,0.014605908170720145,0.014678373238152307,8053,0.0071400220037016885,1.0049613530761086
drifts,2.7047978093926194e-4,2.709532866112602e-4,147,0.0025233939333319773,1.0017506139289007
sinks,5.827863321268634e-4,5.835916942396373e-4,319,0.001992307956088556,1.0013819166105609
hides,3.123065511876014e-4,3.1263840762837714e-4,170,0.0015321915302816819,1.001062598397356
goes,0.012743222668994095,0.012734804470729229,7012,-9.533621473353744e-4,0.9993393980091592
swivels,8.365354049667896e-5,8.33702420342339e-5,44,-0.004894077629151415,0.9966134312933677
feels,0.0025291253743495935,0.002516739181408436,1388,-0.007082843713381883,0.9951025785171513
keeps,0.002771720641789963,0.0027564286272568584,1521,-0.007981611468893307,0.994482844229486
sprays,1.3105721344479704e-4,1.302660031784905e-4,70,-0.008736143923545468,0.9939628636569492
sways,1.3105721344479704e-4,1.302660031784905e-4,70,-0.008736143923545468,0.9939628636569492
means,7.445165104204426e-4,7.39910898053826e-4,407,-0.008952294203504473,0.9938139553627685
ducks,8.086508914678965e-4,8.024385795795013e-4,442,-0.011126031340665877,0.9923176837446894
races,6.887474834226567e-4,6.825938566552901e-4,376,-0.01294771206786001,0.991065482030095
repeats,1.840377890926937e-4,1.8237240444988668e-4,99,-0.013114584434119747,0.9909508549792009
used,2.7884513498892987e-4,2.7616392673839984e-4,151,-0.013939217232158317,0.9903845973477842
steps,0.00500805862440118,0.004955318760909778,2745,-0.015273585901216209,0.9894690003758276
sends,2.4259526744036897e-4,2.396894458484225e-4,131,-0.017385021812348248,0.9880219361960111
could,0.001466725410041771,0.0014485579553448142,802,-0.017981398589427735,0.9876135951742736
finishes,0.0013049952317481916,0.001287028111403486,713,-0.02000097001935945,0.986232041384062
talking,1.0038424859601475e-4,9.900216241565276e-5,53,-0.020000970019359774,0.9862320413840617
trips,3.0672964848782285e-4,3.022171273740979e-4,166,-0.02138220041772045,0.9852882786650339
locks,5.130750483796309e-4,5.054320923325431e-4,279,-0.021652595890517937,0.9851036294373982
waits,0.002211241920462214,0.0021780475731443608,1209,-0.021821405643728694,0.9849883692007274
gets,0.012115821115269002,0.011932365891149727,6633,-0.02201206073808907,0.9848582095778821
snatches,4.935558889304059e-4,4.845895318239846e-4,268,-0.026450220995598916,0.9818331473546948
chooses,1.7009553234324722e-4,1.667404840684678e-4,91,-0.028740819583519223,0.9802755061901977
obviously,1.7009553234324722e-4,1.667404840684678e-4,91,-0.028740819583519223,0.9802755061901977
takes,0.020835308486372838,0.02040486673787875,11386,-0.03011717212659968,0.9793407547204969
decides,5.437480132284132e-4,5.314852929682412e-4,295,-0.03290845379874768,0.97744778838388
plucks,1.812493377428044e-4,1.7716176432274705e-4,97,-0.03290845379874785,0.9774477883838799
slides,0.0017734550585295939,0.0017299325222103535,966,-0.035847005958063526,0.9754589009121405
moves,0.010598903580929223,0.010327488731990724,5781,-0.03742554469611025,0.9743921768071502
peers,0.0010484577075583763,0.0010212854649193654,570,-0.037882489583061965,0.9740836063838102
holds,0.009048524630390773,0.008811192454993096,4934,-0.03834530049715035,0.973771174297237
claws,1.3384566479468632e-4,1.302660031784905e-4,71,-0.039109792967064086,0.9732553039974295
already,2.0355694854191878e-4,1.9800432483130551e-4,109,-0.03990052745706464,0.9727220134198965
stomps,2.2028765664125458e-4,2.1363624521272438e-4,118,-0.044232225579652076,0.9698057915275651
swipes,1.5057637289402211e-4,1.4589792355990932e-4,80,-0.04553606212649732,0.9689297248685519
asks,3.346141619867158e-4,3.230596878826564e-4,180,-0.0506977672422761,0.96546926156545
admires,8.644199184656825e-5,8.33702420342339e-5,45,-0.05219979240750799,0.9644646109290655
met,9.201889454634685e-5,8.858088216137353e-5,48,-0.05493476012874683,0.9626379734083665
said,0.0012631684614998523,0.0012140791496235313,684,-0.057184577412587596,0.9611379531926932
stands,0.008638622281957047,0.008295339082406273,4688,-0.05850029026655245,0.9602618116238549
buttons,1.1990340804523983e-4,1.1463408279707162e-4,63,-0.06483661808543344,0.9560535823453818
owns,1.2548031074501842e-4,1.1984472292421124e-4,66,-0.06629462229329447,0.9550878716561442
says,0.0035246025062600733,0.003360862882005054,1907,-0.06862887988711928,0.9535438041696334
sets,0.0017623012531300367,0.0016778261209389573,952,-0.07086735208311887,0.9520654416825486
strips,1.4778792154413283e-4,1.406872834327697e-4,78,-0.0710364344203637,0.9519538671552213
must,8.978813346643541e-4,8.545449808508975e-4,484,-0.071368355517166,0.9517348761574863
wanted,4.6009447273173427e-4,4.37693770679728e-4,247,-0.07200827348768839,0.9513128207800328
focuses,3.2346035658715864e-4,3.074277675012375e-4,173,-0.07334142778636372,0.9504341451450758
fell,1.7009553234324722e-4,1.615298439413282e-4,90,-0.07454450919664395,0.949641896621754
unwraps,1.86826240442583e-4,1.7716176432274705e-4,99,-0.07662983122806567,0.9482702424619731
edges,1.924031431423616e-4,1.8237240444988668e-4,102,-0.07724492185383541,0.9478660351974965
unlocks,3.959600916842804e-4,3.751660891540526e-4,212,-0.0778256000830024,0.9474846001732722
remembers,6.16247748325535e-4,5.835916942396373e-4,331,-0.07855111935446045,0.9470082378805755
shines,2.3701836474059038e-4,2.2405752546700362e-4,126,-0.0811296634562366,0.9453171517415032
reaches,0.010796883626771364,0.010186801448557955,5825,-0.08391382710051272,0.9434946046189956
jumps,0.002409221966304354,0.0022718390954328737,1298,-0.08470665940717513,0.9429762500952871
always,3.150950025374907e-4,2.9700648724695827e-4,168,-0.08529243027107886,0.9425934554821122
places,0.001776243509879483,0.0016726154808118178,956,-0.08672355715463002,0.9416588837671832
climbs,0.002174992052913653,0.0020477815699658703,1171,-0.08694829351163691,0.9415122079285903
stumbles,0.0010122078400098154,9.483365031394107e-4,543,-0.09403457981768729,0.9368989901621535
blocks,1.2826876209490773e-4,1.1984472292421124e-4,67,-0.09800348202063267,0.9343250918375323
reels,2.063453998918081e-4,1.9279368470416592e-4,109,-0.09800348202063267,0.9343250918375323
scrambles,5.744209780771955e-4,5.366959330953808e-4,307,-0.09800348202063267,0.9343250918375323
clenches,1.1711495669535053e-4,1.09423442669932e-4,61,-0.09800348202063285,0.9343250918375322
concentrates,1.3942256749446493e-4,1.302660031784905e-4,73,-0.09800348202063285,0.9343250918375322
floors,1.2269185939512914e-4,1.1463408279707162e-4,64,-0.09800348202063285,0.9343250918375322
gags,1.2269185939512914e-4,1.1463408279707162e-4,64,-0.09800348202063285,0.9343250918375322
helps,7.305742536709962e-4,6.825938566552901e-4,391,-0.09800348202063285,0.9343250918375322
interrupts,1.0596115129579334e-4,9.900216241565276e-5,55,-0.09800348202063285,0.9343250918375322
once,2.1749920529136527e-4,2.0321496495844514e-4,115,-0.09800348202063285,0.9343250918375322
splashes,1.5057637289402211e-4,1.406872834327697e-4,79,-0.09800348202063285,0.9343250918375322
steels,8.365354049667896e-5,7.815960190709428e-5,43,-0.09800348202063285,0.9343250918375322
rips,9.89900229210701e-4,9.222833025037126e-4,530,-0.10207314632967966,0.9316931901703843
would,9.06246688714022e-4,8.441237005966183e-4,485,-0.10244938705182487,0.9314502454011091
notices,0.004034889103289815,0.0037568715316676654,2166,-0.10299723931153489,0.9310966015409271
knocks,0.0013551873560461991,0.0012609749107677878,726,-0.10395274835181924,0.9304801326118634
enters,0.0025625867905482652,0.002381262538102806,1374,-0.10587417825159746,0.9292417126654021
finally,0.0015197059856896676,0.0014120834744548367,814,-0.10596686033104999,0.9291820179375091
rises,0.0022223957258617707,0.0020634134903472893,1191,-0.10708277593149465,0.9284635793416884
listens,0.0019100891746741695,0.0017716176432274705,1023,-0.10857272373082003,0.9275052006562364
quietly,3.2067190523726933e-4,2.9700648724695827e-4,170,-0.1106035188002664,0.9262005258215537
was,0.007286223377260737,0.006747778964645807,3906,-0.11075850876673722,0.9261010286487595
jerks,5.967285888763098e-4,5.523278534767997e-4,318,-0.11155001385858028,0.9255930816334433
bumps,2.8721048903859774e-4,2.657426464841206e-4,152,-0.1120786672323555,0.9252539744410514
wants,0.002838643474187306,0.002626162624078368,1520,-0.11224540459641155,0.925147045748755
lays,0.0010484577075583763,9.691790636479692e-4,560,-0.11343352259023884,0.9243854632009627
have,2.3701836474059038e-4,2.18846885339864e-4,125,-0.11507699537957437,0.9233330319335612
kicks,0.0014053794803442065,0.0012974493916577652,751,-0.11528147345246825,0.9232021740775617
flies,4.5730602138184496e-4,4.2206185029830914e-4,243,-0.11570548375409183,0.9229308834004891
makes,0.004455945257123099,0.00410598442018602,2384,-0.11800335549223342,0.9214620430137364
picks,0.007562280060899778,0.006961415209858531,4046,-0.11944065268292449,0.9205444857632323
throws,0.003756043968300885,0.003449443764166428,2007,-0.12285021067571816,0.9183715082352581
casually,3.1788345388738e-4,2.9179584711981865e-4,168,-0.1235385741277704,0.9179334235596808
scans,8.142277941676751e-4,7.451215381809656e-4,433,-0.12795670412226046,0.9151266310463502
winces,5.298057564789668e-4,4.845895318239846e-4,281,-0.1287002792435493,0.9146550899041105
might,0.0011404766021047231,0.001042128025427924,607,-0.13010432518765694,0.9137653709902516
dangles,1.2548031074501842e-4,1.1463408279707162e-4,65,-0.13042495971301016,0.9135623120189205
hefts,1.1990340804523983e-4,1.09423442669932e-4,62,-0.1319508139439704,0.9125966013296827
flails,1.1432650534546124e-4,1.0421280254279238e-4,59,-0.1336273917513542,0.911536674963446
waves,0.001792974217978819,0.0016309303597947008,954,-0.13665956241596175,0.9096228732352958
dresses,9.759579724612544e-5,8.858088216137353e-5,50,-0.13982365771525979,0.9076300892136028
realizes,0.0019463390422227304,0.001766407003100331,1035,-0.13994524509394107,0.9075535992347377
passes,0.0047431557461616964,0.0043039887450173255,2525,-0.14017293626457228,0.9074103772578503
catches,0.002194511212362878,0.0019904645285673344,1167,-0.14079447949237048,0.9070195300684557
plants,1.728839836931365e-4,1.5631920381418857e-4,90,-0.1453091967989894,0.904185572745999
thinks,0.002333933779857343,0.002110309251491546,1240,-0.1453091967989896,0.9041855727459989
knows,0.004380657070676088,0.003960086496626111,2329,-0.14561533898388113,0.9039937234837996
rings,3.987485430341697e-4,3.5953416877263373e-4,210,-0.14935036202085322,0.9016563823327234
empties,2.3701836474059038e-4,2.1363624521272438e-4,124,-0.14984241354025093,0.9013489121256193
hears,0.007163531517865608,0.006455983117525988,3806,-0.15003418478084812,0.9012291076580011
sweeps,3.0672964848782285e-4,2.7616392673839984e-4,161,-0.15144274098209318,0.9003496339525311
may,5.214404024292988e-4,4.6895761144256573e-4,275,-0.15304484557859477,0.8993503557794428
signs,2.9557584308826567e-4,2.657426464841206e-4,155,-0.1534985946123363,0.8990675412021537
wrenches,1.4499947019424352e-4,1.302660031784905e-4,75,-0.15458701038700023,0.8983895113822425
swims,2.14710753941476e-4,1.9279368470416592e-4,112,-0.15533665708658428,0.8979228155321739
shares,1.3942256749446493e-4,1.2505536305135087e-4,72,-0.15689717107420134,0.8969520881640309
started,1.3942256749446493e-4,1.2505536305135087e-4,72,-0.15689717107420134,0.8969520881640309
recovers,2.0355694854191878e-4,1.8237240444988668e-4,106,-0.15854502395568354,0.8959281702551679
hops,5.130750483796309e-4,4.585363311882865e-4,270,-0.16213381944034835,0.8937022617576396
props,1.2826876209490773e-4,1.1463408279707162e-4,66,-0.16213381944034835,0.8937022617576396
tightens,1.2826876209490773e-4,1.1463408279707162e-4,66,-0.16213381944034835,0.8937022617576396
indicates,8.281700509171217e-4,7.39910898053826e-4,437,-0.16257548331671645,0.8934287073463272
hear,1.2269185939512914e-4,1.09423442669932e-4,63,-0.16511767787916978,0.8918557694812808
dashes,3.624986754856088e-4,3.230596878826564e-4,190,-0.16617498466221206,0.8912023952911846
got,8.672083698155718e-4,7.711747388166637e-4,457,-0.1693208865222853,0.8892611806556578
peels,3.45767967386273e-4,3.074277675012375e-4,181,-0.1695567430456668,0.8891158132002323
will,0.001307783683098081,0.001161972748352135,690,-0.17054769461570454,0.8885053112143697
silently,1.7009553234324722e-4,1.5110856368704895e-4,88,-0.17075982445594706,0.8883746774848666
probably,1.1153805399557194e-4,9.900216241565276e-5,57,-0.1720040634644098,0.8876088372456555
grows,1.645186296434686e-4,1.4589792355990932e-4,85,-0.17329160932486998,0.8868170363203696
whips,6.524976158740958e-4,5.783810541124977e-4,343,-0.1739523352539314,0.8864109845638126
finds,0.004433637646323985,0.003928822655863273,2342,-0.1743938189236862,0.8861397726358482
spins,0.0015252828883894462,0.0013495557929291612,804,-0.17659221712663556,0.8847904891624162
pulls,0.01327860532817284,0.011729150926191282,7011,-0.17900504583681123,0.883311962085798
switches,6.608629699237637e-4,5.835916942396373e-4,347,-0.17939180886128778,0.8830751922852625
lights,0.0012157647885517341,0.0010733918661907616,640,-0.17968727961434058,0.8828943528373012
assumes,1.0038424859601475e-4,8.858088216137353e-5,51,-0.18046564221260572,0.8824181422910027
ties,2.9557584308826567e-4,2.60532006356981e-4,154,-0.1820677468091073,0.8814387658844643
digs,5.939401375264205e-4,5.21064012713962e-4,311,-0.1888569124717461,0.8773005557159929
hopes,8.923044319645755e-5,7.815960190709428e-5,45,-0.19111288641211416,0.8759297735976865
has,0.020500694324386122,0.01791418075710601,10788,-0.19457070383160605,0.8738328796891829
wheels,4.29421507882952e-4,3.751660891540526e-4,224,-0.19486502127322183,0.8736546313286015
lines,8.365354049667896e-5,7.294896177995466e-5,42,-0.1975391555715474,0.8720367523816966
performs,8.365354049667896e-5,7.294896177995466e-5,42,-0.1975391555715474,0.8720367523816966
settles,3.708640295352767e-4,3.230596878826564e-4,193,-0.19908960713494722,0.8711000856229624
tenses,1.6173017829357932e-4,1.406872834327697e-4,83,-0.2010969749847365,0.8698888786073575
sniffs,3.959600916842804e-4,3.4390224839121487e-4,206,-0.20335648216686145,0.8685275501588328
stabs,1.979800458421402e-4,1.7195112419560743e-4,102,-0.20335648216686145,0.8685275501588328
wanders,3.959600916842804e-4,3.4390224839121487e-4,206,-0.20335648216686145,0.8685275501588328
downs,2.7605668363904056e-4,2.396894458484225e-4,143,-0.20379814604322963,0.8682617015055855
pounds,5.102865970297416e-4,4.429044108068676e-4,266,-0.20431238416697337,0.8679522711059043
notes,2.3422991339070107e-4,2.0321496495844514e-4,121,-0.2049186859371447,0.8675875852777085
slams,0.0021694151502138744,0.0018810410858974024,1137,-0.2057748001196539,0.8670729001371442
twists,6.078823942758671e-4,5.262746528411016e-4,317,-0.20797632404576427,0.8657507731705575
shows,0.001017784742709594,8.805981814865956e-4,532,-0.20887669950582816,0.8652106329892764
weaves,1.4499947019424352e-4,1.2505536305135087e-4,74,-0.2134806994405687,0.8624539309269529
bends,0.001597782623486568,0.0013756089935648595,835,-0.21600069141908426,0.860948775724637
bounces,2.4259526744036897e-4,2.0842560508558476e-4,125,-0.21901888298199873,0.8591495097356618
curses,1.0317269994590405e-4,8.858088216137353e-5,52,-0.2199940063992432,0.8585690033101647
expects,1.0317269994590405e-4,8.858088216137353e-5,52,-0.2199940063992432,0.8585690033101647
hastily,1.0317269994590405e-4,8.858088216137353e-5,52,-0.2199940063992432,0.8585690033101647
pokes,3.0394119713793354e-4,2.60532006356981e-4,157,-0.2223316170228344,0.8571789833371856
can,0.013292547584922286,0.011380038037672928,6949,-0.2241122511704556,0.856121670053774
sees,0.021468286942797708,0.01836750644816716,11222,-0.22505129515693567,0.8555646054623461
acts,9.759579724612544e-5,8.33702420342339e-5,49,-0.2272864989655992,0.8542400839657438
scrolls,9.759579724612544e-5,8.33702420342339e-5,49,-0.2272864989655992,0.8542400839657438
brings,0.0013328797452470847,0.0011359195477164369,694,-0.23068596522445517,0.8522295816760753
arrives,5.074981456798523e-4,4.324831305525884e-4,263,-0.23075869087240428,0.8521866222254415
needs,9.285542995131364e-4,7.868066591980824e-4,482,-0.23897710976681613,0.847345879083888
follows,0.0019742235557216234,0.0016726154808118178,1027,-0.23917954498132707,0.8472269900560674
get,1.784608863929151e-4,1.5110856368704895e-4,91,-0.24002248689306058,0.8467321144777636
zips,1.784608863929151e-4,1.5110856368704895e-4,91,-0.24002248689306058,0.8467321144777636
manages,9.731695211113652e-4,8.232811400880598e-4,505,-0.2413059600531822,0.8459791662483099
proceeds,2.649028782394834e-4,2.2405752546700362e-4,136,-0.24159433564948285,0.8458100831371343
deposits,8.644199184656825e-5,7.294896177995466e-5,43,-0.244844870349904,0.8439065345629323
hardly,8.644199184656825e-5,7.294896177995466e-5,43,-0.244844870349904,0.8439065345629323
strikes,4.322099592328413e-4,3.6474480889977335e-4,223,-0.244844870349904,0.8439065345629323
exhales,2.8442203768870843e-4,2.396894458484225e-4,146,-0.24686686793511545,0.8427245926377742
still,0.0012185532399016233,0.001026496105046505,632,-0.24744113206485482,0.8423892132356698
smells,2.5374907283992615e-4,2.1363624521272438e-4,130,-0.2482461176012452,0.8419193135239302
came,7.863432806687822e-4,6.617512961467316e-4,407,-0.24887014764726045,0.8415552245628837
tears,9.229773968133578e-4,7.763853789438033e-4,478,-0.24952236836568895,0.8411748560954218
yanks,8.923044319645756e-4,7.503321783081052e-4,462,-0.25000657546568283,0.840892582653779
lifts,0.0029501815281828777,0.0024802647005184586,1532,-0.25030963082671503,0.8407159616534317
knew,4.4057531328250916e-4,3.69955449026913e-4,227,-0.2520371106930535,0.8397098926641113
shifts,4.3499841058273055e-4,3.6474480889977335e-4,224,-0.2541226839379145,0.8384968772900931
presses,0.0017539358990803688,0.0014694005158533727,909,-0.25536833650112833,0.8377732143026522
grabs,0.008552180290110479,0.007164630174816976,4440,-0.2554000299882681,0.8377548100923422
straightens,5.911516861765313e-4,4.950108120782638e-4,305,-0.2560683282528841,0.8373668275902412
hustles,1.3105721344479704e-4,1.09423442669932e-4,66,-0.26027491091951005,0.8349288054718372
speeds,2.6211442688959407e-4,2.18846885339864e-4,134,-0.26027491091951005,0.8349288054718372
recognizes,5.186519510794095e-4,4.324831305525884e-4,267,-0.2621228617817395,0.8338600281990879
carries,0.0014695138613916602,0.0012245004298778105,760,-0.2631456870928476,0.8332690572365089
pays,2.5653752418981546e-4,2.1363624521272438e-4,131,-0.2640134334595621,0.8327680166378004
also,6.078823942758671e-4,5.054320923325431e-4,313,-0.2662749646104314,0.83146361383707
falls,0.003268064982070258,0.0027147435062397415,1691,-0.2676207741643725,0.830688349568864
stays,4.5172911868206634e-4,3.751660891540526e-4,232,-0.26792848346294507,0.8305111927444732
tastes,1.2548031074501842e-4,1.0421280254279238e-4,63,-0.26792848346294507,0.8305111927444732
drags,6.775936780230996e-4,5.627491337310788e-4,349,-0.26792848346294545,0.8305111927444729
never,7.919201833685608e-4,6.56540656019592e-4,408,-0.2704706780253985,0.829049025151613
speaks,0.003954024014143025,0.0032774926399708206,2045,-0.2707290923808594,0.828900539867148
dials,7.751894752692249e-4,6.409087356381731e-4,399,-0.2744300494049003,0.8267768798274566
turned,9.480734589623615e-5,7.815960190709428e-5,47,-0.27857572766245364,0.8244044927978226
slows,7.974970860683394e-4,6.56540656019592e-4,410,-0.2805948952991059,0.8232514795211822
relaxes,2.3422991339070107e-4,1.9279368470416592e-4,119,-0.2808675391704431,0.8230959142378261
brought,1.3942256749446493e-4,1.1463408279707162e-4,70,-0.2824280531580604,0.8222060808170283
dumps,3.680755781853874e-4,3.022171273740979e-4,188,-0.28441660625151416,0.821073565554195
sticks,6.664398726235423e-4,5.471172133496601e-4,342,-0.2846247723352585,0.8209551016145682
changes,4.824020835308486e-4,3.9600864966261103e-4,247,-0.2847041962137719,0.8209099072792191
know,2.983642944381549e-4,2.449000859755621e-4,152,-0.28488161674414214,0.8208089591843742
come,1.1432650534546124e-4,9.379152228851315e-5,57,-0.28563048519640416,0.8203830074671015
lowers,0.0012771107182492987,0.001042128025427924,656,-0.2933510803428519,0.8160044470196789
flips,0.0016396093937349075,0.0013339238725477425,842,-0.29767582685699723,0.8135619847292798
bought,1.2826876209490773e-4,1.0421280254279238e-4,64,-0.29963734319028323,0.8124566015978542
sleeps,2.3144146204081176e-4,1.875830445770263e-4,117,-0.30311791192524506,0.810498874847016
greets,1.673070809933579e-4,1.354766433056301e-4,84,-0.3044543594880591,0.8097484129258613
registers,8.365354049667896e-5,6.773832165281505e-5,41,-0.3044543594880591,0.8097484129258613
succeeds,8.365354049667896e-5,6.773832165281505e-5,41,-0.3044543594880591,0.8097484129258613
now,7.919201833685608e-4,6.409087356381731e-4,405,-0.305236096186075,0.8093097626480033
even,2.7047978093926194e-4,2.18846885339864e-4,137,-0.30559890142900015,0.8091062650964197
withdraws,2.8999894038848705e-4,2.3447880572128287e-4,147,-0.30659010383205026,0.8085505602440183
cracks,4.126907997836162e-4,3.334809681369356e-4,210,-0.3074568476495826,0.8080649442919198
writhes,1.0317269994590405e-4,8.33702420342339e-5,51,-0.3074568476495826,0.8080649442919198
saw,5.827863321268634e-4,4.6895761144256573e-4,297,-0.3135095177718409,0.8046818972763435
had,0.0021498959907646493,0.0017299325222103535,1101,-0.31355110058874247,0.8046587042543727
nudges,2.3980681609047966e-4,1.9279368470416592e-4,121,-0.3148148710937808,0.8039541487904348
hobbles,9.759579724612544e-5,7.815960190709428e-5,48,-0.3203959033570806,0.8008500787178848
scratches,2.14710753941476e-4,1.7195112419560743e-4,108,-0.32039590335708085,0.8008500787178847
steals,1.3663411614457563e-4,1.09423442669932e-4,68,-0.32039590335708085,0.8008500787178847
pauses,0.002986431395731439,0.0023864731782299456,1527,-0.32354245867394466,0.7991053073045561
collapses,7.500934131202213e-4,5.992236146210562e-4,382,-0.3239757936328818,0.7988653201584848
offers,0.0010205731940594832,8.128598598337805e-4,520,-0.32830110144242697,0.7964738487795356
puffs,1.1153805399557194e-4,8.858088216137353e-5,55,-0.3324687356576557,0.7941763280619024
grinds,9.201889454634685e-5,7.294896177995466e-5,45,-0.33504267932148224,0.7927606839833606
braces,1.645186296434686e-4,1.302660031784905e-4,82,-0.3367903416077491,0.7918009252860444
thought,3.820178349348339e-4,3.022171273740979e-4,193,-0.3380545698535875,0.7911073770303192
expected,2.5096062149003684e-4,1.9800432483130551e-4,126,-0.341929064906722,0.7889856331072495
levels,1.2548031074501842e-4,9.900216241565276e-5,62,-0.341929064906722,0.7889856331072495
gave,2.983642944381549e-4,2.3447880572128287e-4,150,-0.34761737209210486,0.7858809183680179
hits,0.0027800859958396307,0.0021832582132715003,1414,-0.34864674271947715,0.7853203881242247
drops,0.003981908527641918,0.0031263840762837712,2026,-0.34896505555385177,0.7851471359979262
spots,0.002448260285202804,0.00191751556678738,1244,-0.352518655498978,0.7832155667339679
lurches,2.063453998918081e-4,1.615298439413282e-4,103,-0.35326053726270745,0.7828129147827972
clambers,1.1990340804523983e-4,9.379152228851315e-5,59,-0.3543432352804183,0.7822256582825852
ever,3.346141619867158e-4,2.60532006356981e-4,168,-0.3610378878544264,0.7786042431979436
eventually,1.0038424859601475e-4,7.815960190709428e-5,49,-0.36103788785442686,0.7786042431979434
did,0.0012603800101499629,9.796003439022484e-4,638,-0.3635935927581831,0.7772261825905136
snaps,0.0012492262047504056,9.691790636479692e-4,632,-0.36619959297020527,0.775823513757951
writes,8.532661130661253e-4,6.617512961467316e-4,431,-0.3667066379411188,0.7755508932246182
searches,8.198046968674538e-4,6.356980955110335e-4,414,-0.366938489294111,0.7754262666950947
gazes,9.006697860142434e-4,6.98225777036709e-4,455,-0.3673046462567852,0.7752294879642683
approaches,0.0025625867905482652,0.0019800432483130554,1297,-0.3720689249787194,0.7726736341637916
selects,2.3701836474059038e-4,1.8237240444988668e-4,118,-0.37811140121336806,0.7694441932779678
eases,3.4019106468649444e-4,2.60532006356981e-4,170,-0.38488462980879434,0.765840239211092
dips,2.3144146204081176e-4,1.7716176432274705e-4,115,-0.38558007211721795,0.7654711595777374
cocks,4.154792511335055e-4,3.1784904775551676e-4,208,-0.3864346649199082,0.7650178604307311
groans,2.453837187902583e-4,1.875830445770263e-4,122,-0.38751009921561763,0.7644478024125264
lives,1.979800458421402e-4,1.5110856368704895e-4,98,-0.38976960639774283,0.7632514834729136
works,0.00107355376970738,8.180704999609202e-4,540,-0.3920973687112696,0.7620209839921691
winks,5.409595618785239e-4,4.116405700440299e-4,271,-0.39413557603065763,0.7609451778882994
swerves,1.645186296434686e-4,1.2505536305135087e-4,81,-0.39568403066131774,0.7601288882746026
grips,4.322099592328413e-4,3.28270328009796e-4,216,-0.396847963794954,0.759515881106639
fills,3.848062862847232e-4,2.9179584711981865e-4,192,-0.39917301674119804,0.758292828157997
rummages,1.924031431423616e-4,1.4589792355990932e-4,95,-0.39917301674119804,0.758292828157997
loved,1.3105721344479704e-4,9.900216241565276e-5,64,-0.4046648202546849,0.7554117763792813
joins,5.186519510794095e-4,3.907980095354714e-4,259,-0.4083436026327834,0.7534879772883324
regains,1.673070809933579e-4,1.2505536305135087e-4,82,-0.41993157690799504,0.7474600734700259
wiggles,9.759579724612544e-5,7.294896177995466e-5,47,-0.4199315769079952,0.7474600734700257
talks,0.0018013395720284868,0.001339134512674882,901,-0.42776928752067966,0.7434103671896154
beckons,1.4778792154413283e-4,1.09423442669932e-4,72,-0.4336065138050718,0.74040856334295
gulps,2.1192230259158668e-4,1.5631920381418857e-4,104,-0.4390403998556998,0.7376250725033149
maneuvers,1.0596115129579334e-4,7.815960190709428e-5,51,-0.4390403998556998,0.7376250725033149
zooms,1.0596115129579334e-4,7.815960190709428e-5,51,-0.4390403998556998,0.7376250725033149
stalks,2.8999894038848705e-4,2.1363624521272438e-4,143,-0.4408911955436413,0.7366793993334388
seizes,1.840377890926937e-4,1.354766433056301e-4,90,-0.44195788323799406,0.7361349208416921
vanishes,9.201889454634685e-5,6.773832165281505e-5,44,-0.44195788323799406,0.7361349208416921
points,0.004402964681475202,0.003241018159080843,2199,-0.4420281677502672,0.7360990590537619
thrusts,3.541333214359409e-4,2.60532006356981e-4,175,-0.4428319790180739,0.7356890486909703
hauls,2.8442203768870843e-4,2.0842560508558476e-4,140,-0.44850072910476607,0.7328039935980645
leaps,0.0012464377534005164,9.118620222494334e-4,620,-0.4509233913716217,0.7315744566960544
hit,1.784608863929151e-4,1.302660031784905e-4,87,-0.45414729224590783,0.7299414779980722
adjusts,4.4336376463239847e-4,3.230596878826564e-4,219,-0.45669012691811295,0.7286560464644906
heard,4.29421507882952e-4,3.1263840762837714e-4,212,-0.4578994271070158,0.7280455261071679
shoots,0.001017784742709594,7.39910898053826e-4,505,-0.46000901628333035,0.7269817152927648
refers,1.0038424859601475e-4,7.294896177995466e-5,48,-0.46057356140534117,0.7266972936514139
deals,8.644199184656825e-5,6.252768152567543e-5,41,-0.4672372916863518,0.7233484581967992
honks,8.644199184656825e-5,6.252768152567543e-5,41,-0.4672372916863518,0.7233484581967992
rams,8.644199184656825e-5,6.252768152567543e-5,41,-0.4672372916863518,0.7233484581967992
releases,6.413438104745387e-4,4.637469713154261e-4,317,-0.4677601019986102,0.7230863754220902
