word2,total,female,male,female_writer_ratio,female_logratio
drives,847,0.0017882089969265158,0.0019348224357179013,0.9242238274247706,-0.11368581076656614
peers,609,0.0012852752165409332,0.0013926610360678652,0.9228916321015683,-0.11576684139149676
dials,512,0.0010803762689764367,0.0011716852997176136,0.9220703453707381,-0.11705127585296378
switches,335,7.078327279500792e-4,7.682761066130844e-4,0.9213259684340991,-0.11821641757031402
draws,947,0.0019931079444910123,0.002163506627987348,0.9212395833264201,-0.11835169348104337
steps,3153,0.006612647853217845,0.007194558857915171,0.9191179033781716,-0.12167815425607877
comes,2372,0.004973456272701872,0.005413905540581166,0.9186448184997308,-0.12242092394554645
snaps,639,0.001341156747694887,0.0014620371393406187,0.9173205738807367,-0.1245020976800637
kneels,737,0.0015460556952593834,0.0016855823609972687,0.9172234659270314,-0.12465483008695329
slams,1149,0.002402905839620006,0.0026260139831390376,0.9150392400986621,-0.12809448233016146
enters,1267,0.0026450591412871378,0.002895809940310856,0.913409096524891,-0.1306669374833334
changes,258,5.401881344882183e-4,5.935511057780016e-4,0.9100954058204688,-0.1359103031042796
helps,367,7.637142591040328e-4,8.427911804986343e-4,0.9061725807953804,-0.14214225681579434
yells,349,7.26459905001397e-4,8.01679415596262e-4,0.9061725807953803,-0.1421422568157945
lies,728,0.0015088013411567478,0.0016675959638524807,0.9047763210406881,-0.14436692193030806
might,665,0.0013784111017975226,0.0015237047866941773,0.904644465144798,-0.1445771857328482
shows,656,0.0013597839247462048,0.0015031489042429912,0.9046235678367559,-0.1446105124065439
calls,485,0.001005867560771165,0.0011125871376704533,0.9040798034725273,-0.1454779693790509
does,4652,0.009611623358480023,0.010632530197876064,0.9039827002231345,-0.14563293125254964
remains,287,5.960696656421719e-4,6.603577237443567e-4,0.9026466174459821,-0.14776680600967246
falls,2293,0.004712675793983422,0.005246888995665278,0.8981847715621205,-0.15491583299928563
approaches,1502,0.003073484213467449,0.003440540825267291,0.8933142693427201,-0.1627602878942891
manages,546,0.0011176306230790724,0.0012539088295223583,0.8913172925856202,-0.16598899877016193
pops,501,0.001024494737822483,0.0011511294172664274,0.8899909275668914,-0.16813746534873908
heads,2281,0.0046381670857781505,0.005226333113214092,0.8874610525783667,-0.17224428860521343
lands,725,0.0014715469870541118,0.0016650264785460825,0.883797949170803,-0.17821151152331635
can,7888,0.015963490732979417,0.01807119015989907,0.8833668724489021,-0.17891536467120187
just,2495,0.005047964980907143,0.005719674292042561,0.8825616150783399,-0.18023109280388244
